id,name,parent,kind
"ot iot and jobsite facilities technology risk::connected heavy equipment telematics and fleet gps tracking systems","Connected heavy-equipment telematics and fleet/GPS tracking systems","OT, IoT and Jobsite/Facilities Technology Risk","hazard"
"ot iot and jobsite facilities technology risk::jobsite iot sensors structural concrete cure monitoring environmental sensors","Jobsite IoT sensors (structural/concrete-cure monitoring, environmental sensors)","OT, IoT and Jobsite/Facilities Technology Risk","hazard"
"ot iot and jobsite facilities technology risk::site security systems cameras badge access control on active construction sites","Site security systems - cameras, badge/access control - on active construction sites","OT, IoT and Jobsite/Facilities Technology Risk","hazard"
"ot iot and jobsite facilities technology risk::potential physical safety and schedule disruption consequences if ot jobsite systems are affected distinct from pure data confidentiality harm","Potential physical-safety and schedule-disruption consequences if OT/jobsite systems are affected, distinct from pure data-confidentiality harm","OT, IoT and Jobsite/Facilities Technology Risk","hazard"
"third party and supply chain risk::shared collaboration bim platforms eg procore autodesk construction cloud bim 360 linking general contractors architects engineers and dozens of subcontractors","Shared collaboration/BIM platforms (e.g., Procore, Autodesk Construction Cloud/BIM 360) linking general contractors, architects, engineers, and dozens of subcontractors","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::common enterprise software creating simultaneous multi victim exposure bechtel and kier group were both hit within the same week during clops oracle ebs campaign despite being unrelated companies","Common enterprise software creating simultaneous multi-victim exposure (Bechtel and Kier Group were both hit within the same week during Clop's Oracle EBS campaign, despite being unrelated companies)","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::general contractor subcontractor sub subcontractor credential and data flows where the weakest link in the chain can expose the whole project","General contractor -> subcontractor -> sub-subcontractor credential and data flows, where the weakest link in the chain can expose the whole project","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::architecture engineering design partners and geotechnical survey consultants with access to shared project data","Architecture/engineering design partners and geotechnical/survey consultants with access to shared project data","Third-Party and Supply-Chain Risk","hazard"
"third party and supply chain risk::owner and lender portals used for draw requests and project financing exposing financial data outside the contractors own perimeter","Owner and lender portals used for draw requests and project financing, exposing financial data outside the contractor's own perimeter","Third-Party and Supply-Chain Risk","hazard"
"insider and workforce risk::shared or generic site login credentials used across union labor day laborers and rotating temp subcontractor staff","Shared or generic site-login credentials used across union labor, day laborers and rotating temp/subcontractor staff","Insider and Workforce Risk","hazard"
