victim,sector,group,country,attackdate,discovered,domain,data_size,has_press,ransom
"Cayuga Milk Ingredients","Agriculture and Food Production","qilin","US","2025-11-23","2025-11-23","www.cmingredients.com","","",""
"Liberty Gold Fruit","Agriculture and Food Production","sinobi","US","2025-11-23","2025-11-24","www.libertygoldfruit.com","","",""
"Parsirang","Agriculture and Food Production","dragonforce","IR","2025-11-22","2025-11-22","parsirang.com","","",""
"Bodega San Huberto","Agriculture and Food Production","dragonforce","AR","2025-11-22","2025-11-22","bodegassanhuberto.com.ar","","",""
"GRUPOBIMBO.COM","Agriculture and Food Production","clop","MX","2025-11-21","2025-11-21","GRUPOBIMBO.COM","","",""
"FRUIT.COM","Agriculture and Food Production","clop","","2025-11-21","2025-11-21","FRUIT.COM","","",""
"Marine Foods Express LTD","Agriculture and Food Production","qilin","JP","2025-11-19","2025-11-19","www.marinefoodsexpress.com","","",""
"adesursas.com","Agriculture and Food Production","safepay","CO","2025-11-18","2025-11-18","adesursas.com","","",""
"Maypay Farms Inc","Agriculture and Food Production","play","US","2025-11-18","2025-12-16","www.maypayfarms.com","","",""
"PAFL.COM.PK","Agriculture and Food Production","clop","PK","2025-11-13","2025-11-13","PAFL.COM.PK","","",""
"www.pointcag.com","Agriculture and Food Production","kraken","US","2025-11-13","2025-11-13","www.pointcag.com","","",""
"Assolim","Agriculture and Food Production","ransomhouse","BR","2025-11-13","2025-12-22","www.assolim.com","","",""
"KohaFoods Hawaii","Agriculture and Food Production","incransom","US","2025-11-12","2025-11-12","kohaspecialtyfoods.com","","",""
"www.wilmar.co.id","Agriculture and Food Production","stormous","ID","2025-11-06","2025-11-06","www.wilmar.co.id","","",""
"maasa.com.ar","Agriculture and Food Production","lockbit5","AR","2025-11-06","2025-12-19","maasa.com.ar","","",""
"Kirby Agri","Agriculture and Food Production","akira","US","2025-11-05","2025-12-10","kirbyagri.com","","",""
"TFC Poultry","Agriculture and Food Production","sinobi","US","2025-10-30","2025-11-18","www.tfcpoultry.com","","",""
"DILOSA FOOD COMPANIES","Agriculture and Food Production","incransom","SV","2025-10-29","2025-10-29","dilosafoods.com","","",""
"Truro Cannabis","Agriculture and Food Production","qilin","CA","2025-10-29","2025-10-29","www.trurocannabis.ca","","",""
"echolakefoods.com","Agriculture and Food Production","qilin","US","2025-10-29","2025-10-29","echolakefoods.com","","",""
"Transimpex Warenhandelsgesellschaft","Agriculture and Food Production","akira","DE","2025-10-29","2025-12-08","transimpex.de","","",""
"Badger Popcorn And Concession Suppl...","Agriculture and Food Production","killsec","US","2025-10-23","2025-10-23","badgerpopcorn.com","","",""
"Al Rimal Group","Agriculture and Food Production","tengu","AE","2025-10-23","2025-10-23","alramalgroup.com","","",""
"STAR LÉGUMES","Agriculture and Food Production","tengu","MA","2025-10-23","2025-10-23","starlegumes.ma","","",""
"Alissa Group","Agriculture and Food Production","medusa","SA","2025-10-22","2025-10-27","alissa-group.com","","","500000"
"More Than Gourmet","Agriculture and Food Production","qilin","US","2025-10-22","2025-10-22","www.morethangourmet.com","","",""
"Corneilhan","Agriculture and Food Production","ciphbit","FR","2025-10-20","2025-10-20","www.corneilhan.fr","","",""
"Chairmans Foods","Agriculture and Food Production","akira","US","2025-10-19","2025-11-24","chairmansfoods.com","","",""
"SANgel","Agriculture and Food Production","qilin","GA","2025-10-19","2025-10-19","www.san-gel.com","","",""
"José Guma S.A.","Agriculture and Food Production","dragonforce","ES","2025-10-16","2025-11-05","joseguma.com","","",""
"Prim Saveurs Import Export","Agriculture and Food Production","qilin","FR","2025-10-14","2025-10-14","public.saintcharlesinternational.com","","",""
"Alqueria","Agriculture and Food Production","qilin","CO","2025-10-14","2025-10-14","www.alqueria.com.co","","",""
"Magna Foodservice","Agriculture and Food Production","radiant","DE","2025-10-12","2025-10-12","magnafoodservice.co.uk","","",""
"Albertsons Companies, Inc.","Agriculture and Food Production","shinyhunters","US","2025-10-11","2025-10-11","","","",""
"Downes","Agriculture and Food Production","dragonforce","AU","2025-10-10","2025-10-10","downesbrokerage.com.au","","",""
"Sunbulah Group","Agriculture and Food Production","sinobi","SA","2025-10-10","2025-10-10","www.sunbulahgroup.com","","",""
"grupocaparros.com","Agriculture and Food Production","qilin","ES","2025-10-10","2025-10-10","www.grupocaparros.com","","",""
"G & H Distributing","Agriculture and Food Production","akira","US","2025-10-09","2025-10-29","ghdistributing.com","","",""
"Niess Agriculture","Agriculture and Food Production","sinobi","FR","2025-10-08","2025-10-08","www.niessagriculture.com","","",""
"Integrated Fresh Solutions","Agriculture and Food Production","insomnia","US","2025-10-08","2026-02-07","www.integratedfresh.com","","",""
"naturmaelk","Agriculture and Food Production","devman","DK","2025-10-06","2025-10-06","naturmaelk.dk","","",""
"teeuwissen.com","Agriculture and Food Production","devman","NL","2025-10-03","2025-10-03","teeuwissen.com","","",""
"Harmony Brands","Agriculture and Food Production","sinobi","US","2025-10-02","2025-10-20","www.harmonybrands.com","","",""
"SG Ceresco","Agriculture and Food Production","akira","CA","2025-09-28","2025-10-09","sgceresco.com","","",""
"Asahi Group Holdings","Agriculture and Food Production","qilin","JP","2025-09-28","2025-10-15","www.asahigroup-holdings.com","","yes",""
"Asahi Group Holdings, Ltd.","Agriculture and Food Production","qilin","JP","2025-09-28","2025-10-07","www.asahigroup-holdings.com","","yes",""
"bun.nl","Agriculture and Food Production","threeam","NL","2025-09-26","2026-05-01","bun.nl","","",""
"www.milkagro.sk/Slovakia/335GB","Agriculture and Food Production","kairos","SK","2025-09-23","2025-09-23","www.milkagro.sk/Slovakia/335GB","","",""
"Milkagro","Agriculture and Food Production","kairos","SK","2025-09-23","2025-12-08","milkagro.sk","","",""
"Friendly Gus","Agriculture and Food Production","sinobi","US","2025-09-19","2025-10-10","www.friendlygus.com","","",""
"Miljödata (1 day left)","Agriculture and Food Production","datacarry","SE","2025-09-13","2025-09-13","","","",""
"[Redacted] #1510","Agriculture and Food Production","qilin","FR","2025-09-13","2025-09-14","","","",""
"First Fruits Farms","Agriculture and Food Production","akira","US","2025-09-10","2025-11-21","firstfruits.com","","",""
"S Food Co., Ltd.","Agriculture and Food Production","ransomhouse","KR","2025-09-10","2025-10-23","www.s-food.co.kr","","",""
"Wouters France","Agriculture and Food Production","qilin","FR","2025-09-09","2025-09-10","www.bloomberg.com/profile/company/7478956Z:FP","","",""
"E&S Food","Agriculture and Food Production","akira","US","2025-09-09","2025-09-09","esfood.com","","",""
"rose-acre-farms-inc","Agriculture and Food Production","lynx","US","2025-09-07","2025-09-07","www.roseacrefarms.com","","",""
"www.midcity.lk","Agriculture and Food Production","yurei","LK","2025-09-05","2025-09-05","www.midcity.lk","","",""
"RFI","Agriculture and Food Production","play","US","2025-09-05","2025-09-15","www.rfiingredients.com","","",""
"Spokane Produce","Agriculture and Food Production","akira","US","2025-09-04","2025-09-04","spokaneproduce.com","","",""
"musimmas.com","Agriculture and Food Production","qilin","DE","2025-09-03","2025-09-03","www.musimmas.com","","",""
"mffood.com","Agriculture and Food Production","warlock","DK","2025-09-01","2025-09-01","mffood.com","","",""
"Bartek Ingredients","Agriculture and Food Production","incransom","CA","2025-09-01","2025-09-02","bartekingredients.com","","",""
"Wine Works Australia","Agriculture and Food Production","direwolf","AU","2025-08-25","2025-08-25","wineworks.com.au","","",""
"Miljödata","Agriculture and Food Production","datacarry","SE","2025-08-24","2025-09-13","miljodata.se","","yes",""
"Supercash (Alimentos Y Bebidas Premium)","Agriculture and Food Production","spacebears","MX","2025-08-23","2025-10-03","www.supercash.es","","",""
"georgetown-brewing-co","Agriculture and Food Production","incransom","US","2025-08-22","2025-10-09","georgetownbeer.com","","yes",""
"medosweet.com","Agriculture and Food Production","qilin","US","2025-08-20","2025-08-24","medosweet.com","","",""
"True World Group LLC","Agriculture and Food Production","lynx","US","2025-08-19","2025-08-19","trueworldgroup.com","","",""
"Jones Soda (Stock Symbol: JSDA)","Agriculture and Food Production","akira","US","2025-08-15","2025-09-19","jonessoda.com","","",""
"Michigan Sugar","Agriculture and Food Production","akira","US","2025-08-14","2025-09-05","michigansugar.com","","yes",""
"ffs.com","Agriculture and Food Production","qilin","ES","2025-08-13","2025-08-13","ffs.com","","",""
"Sweetener Supply","Agriculture and Food Production","akira","US","2025-08-11","2025-08-11","sweetenersupply.com","","",""
"The Green Labs","Agriculture and Food Production","sinobi","US","2025-08-09","2025-10-01","www.thegreenlabs.com","","",""
"Monterey Mushrooms, LLC","Agriculture and Food Production","incransom","US","2025-08-07","2025-09-04","montereymushrooms.com","","yes",""
"Monterey Mushrooms","Agriculture and Food Production","payoutsking","US","2025-08-07","2025-09-03","montereymushrooms.com","1.5TB","yes",""
"Harinera del Valle","Agriculture and Food Production","sarcoma","CO","2025-08-06","2025-08-06","hv.com.co","","",""
"Sofo Foods","Agriculture and Food Production","payoutsking","US","2025-08-05","2025-08-21","sofofoods.com","770GB","",""
"Cevital","Agriculture and Food Production","akira","DZ","2025-07-31","2025-08-13","cevital.com","","",""
"Guyana Sugar","Agriculture and Food Production","akira","GY","2025-07-31","2025-08-01","guysuco.gy","","",""
"White Coffee Corporation","Agriculture and Food Production","medusa","US","2025-07-30","2025-08-02","whitecoffee.com","","","100000"
"Brad's Bedding Plants","Agriculture and Food Production","play","US","2025-07-30","2025-08-06","www.bradsbedding.com","","",""
"agrofair","Agriculture and Food Production","qilin","NL","2025-07-29","2025-08-11","www.agrofair.nl","","",""
"W.L. FOODS","Agriculture and Food Production","direwolf","PH","2025-07-28","2025-07-28","wlfoods.com.ph","","",""
"Blanco Creek Farms","Agriculture and Food Production","akira","US","2025-07-28","2025-07-28","blancocreekfarms.com","","",""
"Raw Seafoods","Agriculture and Food Production","AiLock","US","2025-07-24","2026-03-03","rawseafoods.com","","",""
"Colabor","Agriculture and Food Production","akira","CA","2025-07-20","2025-08-24","colabor.com","","yes",""
"ARCTICGROUP","Agriculture and Food Production","qilin","US","2025-07-19","2025-07-22","arcticglacier.com","","",""
"Burnett and Son Meat","Agriculture and Food Production","dragonforce","US","2025-07-16","2025-07-16","burnettandson.com","","",""
"Acetificio Andrea Milano","Agriculture and Food Production","akira","IT","2025-07-16","2025-07-16","acetificioandrea.it","","",""
"Nippn TH","Agriculture and Food Production","lynx","JP","2025-07-15","2025-07-22","nippn.co.th","","",""
"Tara Pac","Agriculture and Food Production","akira","SE","2025-07-10","2025-07-10","tarapac.com","","",""
"INICIA","Agriculture and Food Production","direwolf","DO","2025-07-08","2025-07-08","inicialtd.com","","",""
"Tuna Processors Phillipines, Inc","Agriculture and Food Production","nightspire","PH","2025-07-06","2025-07-13","tppi.com","1 GB","",""
"Silver Lining Herbs","Agriculture and Food Production","dragonforce","US","2025-07-05","2025-07-05","www.silverliningherbs.com","","",""
"Niflaot Hatzuna Ltd","Agriculture and Food Production","handala","IL","2025-07-04","2025-07-04","","","",""
"Cahill Seeds","Agriculture and Food Production","dragonforce","AU","2025-07-02","2025-07-07","www.cahillseeds.com","","",""
"Biofloral","Agriculture and Food Production","play","CA","2025-07-01","2025-07-03","www.biofloral.com","","",""
"nactarome.eu","Agriculture and Food Production","lynx","DE","2025-06-30","2025-07-10","nactarome.eu","","",""
"Hertz Farm Management","Agriculture and Food Production","akira","US","2025-06-29","2025-07-29","hertz.ag","","yes",""
"broadleafgame.com","Agriculture and Food Production","qilin","JP","2025-06-27","2025-06-27","broadleafgame.com","","",""
"Machu Picchu Foods","Agriculture and Food Production","sarcoma","PE","2025-06-24","2025-06-24","mpf.com.pe","","",""
"hy-vee.com","Agriculture and Food Production","stormous","US","2025-06-23","2025-06-23","hy-vee.com","53GB","",""
"The Colgin Companies","Agriculture and Food Production","akira","US","2025-06-23","2025-07-15","colgin.com","","",""
"DelCampo","Agriculture and Food Production","qilin","SV","2025-06-21","2025-07-23","www.delcampo.com.mx","","",""
"Kibbutz Almog","Agriculture and Food Production","handala","IL","2025-06-20","2025-06-20","","","",""
"gmaxequine.com","Agriculture and Food Production","qilin","GB","2025-06-18","2025-06-19","gmaxequine.com","","",""
"HYBRO Saatzucht GmbH& Co KG","Agriculture and Food Production","akira","DE","2025-06-16","2025-06-17","hybro.de","","",""
"Sementes Jotabasso","Agriculture and Food Production","incransom","BR","2025-06-15","2025-07-23","sementesjotabasso.com.br","","",""
"SiloKing","Agriculture and Food Production","qilin","DE","2025-06-15","2025-06-27","www.siloking.com","","yes",""
"Fayrefield Foods","Agriculture and Food Production","akira","GB","2025-06-13","2025-07-17","fayrefield.com","","",""
"Punta Del Agua","Agriculture and Food Production","qilin","AR","2025-06-13","2025-07-03","www.puntadelagua.com.ar","","",""
"Dairy Farmers of America","Agriculture and Food Production","play","US","2025-06-13","2025-06-22","www.dfamilk.com","","yes",""
"haydist.com","Agriculture and Food Production","qilin","US","2025-06-12","2025-06-12","haydist.com","","",""
"lactanet","Agriculture and Food Production","warlock","CA","2025-06-11","2025-06-11","","","",""
"bioalleva","Agriculture and Food Production","qilin","IT","2025-06-11","2025-06-11","www.bioalleva.it","","",""
"Rosewood Farm","Agriculture and Food Production","global","US","2025-06-11","2025-06-11","rosewoodfarm.com","","",""
"Letry","Agriculture and Food Production","global","BE","2025-06-11","2025-06-11","letry.be","","",""
"fecovita.com","Agriculture and Food Production","J","AR","2025-06-09","2025-06-21","fecovita.com","","",""
"iscamen","Agriculture and Food Production","incransom","AR","2025-06-05","2025-06-05","iscamen.gov.ar","","",""
"frylite.com","Agriculture and Food Production","qilin","IE","2025-06-05","2025-06-05","frylite.com","","",""
"Strand Ag Supply","Agriculture and Food Production","sarcoma","US","2025-06-04","2025-06-04","strandagsupply.com","","",""
"Buford Ranches","Agriculture and Food Production","sarcoma","US","2025-06-04","2025-06-04","bufordranches.com","","",""
"Rousseau","Agriculture and Food Production","lynx","US","2025-05-30","2025-05-30","rousseaufarming.com","","",""
"Mulia Raya","Agriculture and Food Production","medusalocker","ID","2025-05-29","2025-05-29","muliaraya.co.id","","",""
